ensembl_gene_id,Transcripts,class_9FAMILY_BASED,name,Function,Function2,AM,OF,IAM,IBM,RootTip,Cotyledon,Hypocotyl,SAM6D,SAM17D,SAM38D,Callus,Leaf,Root,Nodule
Glyma.12G171000,KRH26385,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glyma.12G171000,KRH26386,B,NA,ARF,ARF4,5.101415,0,2.289042,5.372018,0.461877,3.013608,3.151519,12.732037,13.912201,0,1.201914,0,0,0
Glyma.12G171000,KRH26387,NA,NA,NA,NA,0,2.984782,0,0,1.08553,0,5.852044,0,0,5.321102,0,1.376155,1.343313,0
Glyma.12G171000,KRH26388,NA,NA,NA,NA,0,0,0,0.142965,0,0,0,0,0.937799,0.296691,0,0,2.911318,0
Glyma.12G171000,KRH26389,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glyma.12G171000,KRH26390,NA,NA,NA,NA,0,0,2.288279,0,0,0,0,3.58295,2.453795,0,0,0,0,0
Glyma.12G171000,KRH26391,NA,NA,NA,NA,0,0.617741,0,0,0,0,0.796604,0,0,0,0,0,1.673626,0
Glyma.12G171000,KRH26392,B,NA,ARF,ARF4,6.838025,3.320544,1.57592,7.218668,0,6.307746,3.157808,17.048502,18.66144,8.23782,1.974878,0,0,0
Glyma.12G171000,NA,B,Glyma.12G171000.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.12G174100,KRH26435,NA,NA,NA,NA,6.790246,8.025496,9.210609,12.232763,3.835937,10.180705,9.6265,3.690524,5.984291,4.366953,1.48984,2.747977,4.294896,1.283087
Glyma.12G174100,NA,C,Glyma.12G174100.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.13G084700,KRH18828,NA,NA,NA,NA,5.679562,2.629559,5.365894,8.239998,1.880635,3.273582,4.339434,5.103712,4.783866,4.657751,3.92228,2.97164,1.739314,3.050161
Glyma.13G084700,NA,C,Glyma.13G084700.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.13G112600,KRH19355,A,NA,ARF,ARF7/19,4.913881,30.760506,2.670874,4.93859,1.481323,4.065856,15.458628,6.452188,6.452715,3.334648,7.512236,3.120943,3.037992,2.595834
Glyma.13G112600,NA,A,Glyma.13G112600.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.13G117100,NA,B,Glyma.13G117100.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.13G127000,NA,B,Glyma.13G127000.3,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.13G140600,KRH19869,NA,NA,NA,NA,0.43144,0.329681,0.40688,0.547245,0.449082,0,0.882886,0.354668,0.612847,0.664933,0.07125,0.497938,0.444526,0.213063
Glyma.13G140600,KRH19870,NA,NA,NA,NA,6.946392,3.479995,3.130076,4.376427,2.638746,2.965492,4.285501,4.930721,8.4923940000000009,3.843545,2.024611,2.365339,0.758677,0
Glyma.13G140600,NA,C,Glyma.13G140600.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.13G159000,NA,C,Glyma.13G159000.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.13G174000,KRH20373,B,NA,ARF,ARF3,27.510148,8.54111,28.506968,32.950565,1.73375,1.765488,37.610488,27.50156,62.827289,21.196458,1.032098,1.598356,2.12864,0.75782
Glyma.13G174000,KRH20374,NA,NA,NA,NA,0,0.525936,0,0.255909,0.081394,0,1.017614,1.817435,1.418679,0,0,6.182376,8.38008,13.602053
Glyma.13G174000,KRH20375,B,NA,ARF,ARF3,2.120881,0,7.170137,9.99962,0,8.551942,0.457634,11.722765,1.291971,3.750237,0,0,0,0.542018
Glyma.13G174000,NA,B,Glyma.13G174000.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.13G221400,KRH21113,NA,NA,NA,NA,0,7.440723,12.346282,0,0,16.599479,6.204439,0,0,4.972617,7.481933,0,0,0
Glyma.13G221400,KRH21114,A,NA,ARF,ARF6,34.943626,18.239549,27.736611,43.916594,1.658267,1.279513,28.990865,22.677736,46.86142,20.641988,2.961649,19.960475,4.115777,1.477684
Glyma.13G221400,NA,A,Glyma.13G221400.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.13G234200,KRH21341,B,NA,ARF,ARF3,20.015874,16.848425,15.363025,25.477957,2.369088,6.102816,16.866668,19.224741,22.512072,15.032154,3.245702,13.162772,4.909548,5.517245
Glyma.13G234200,NA,B,Glyma.13G234200.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.13G325200,KRH22880,C,NA,ARF,ARF16?,20.574649,28.899009,21.834941,26.015501,4.238725,3.899084,4.863141,14.182107,26.963102,17.141114,2.404067,3.223804,6.134046,3.94121
Glyma.13G325200,NA,C,Glyma.13G325200.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.13G354100,KRH23385,"NA",NA,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.13G354100,NA,B,Glyma.13G354100.11,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.13G356600,NA,A,Glyma.13G356600.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.13G361100,KRH23504,A,NA,IAA,IAA5/6/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.13G361100,NA,A,Glyma.13G361100.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.13G361200,KRH23506,A,NA,IAA,IAA15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.13G361200,NA,C,Glyma.13G361200.5,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.14G032700,KRH14544,A,NA,ARF,ARF6/8,13.708186,7.606123,10.648226,17.42315,5.15638,7.75998,8.99557,6.260302,6.847699,4.982989,10.296462,5.871279,6.365219,2.227826
Glyma.14G032700,KRH14545,A,NA,ARF,ARF6/8,24.212797,16.736882,19.818321,24.024276,8.291292,16.769496,25.536965,19.704864,35.95137,17.789199,14.000412,2.523177,4.036692,0.814913
Glyma.14G032700,NA,A,Glyma.14G032700.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.14G062100,KRH15083,COI1,GLYMA_14G062100.1,AFB/TIR1,COI1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.14G166500,NA,C,Glyma.14G166500.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.14G179500,KRH16819,AFB4/5,GLYMA_14G179500.1,AFB/TIR1,AFB4/5,21.750232,21.417969,15.85416,17.435871,11.207461,8.50609,17.456177,22.806197,19.605122,9.950014,12.500697,19.094595,14.355242,3.39486
Glyma.14G185400,KRH16912,A,NA,IAA,IAA8/9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.14G185400,NA,A,Glyma.14G185400.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.14G208500,KRH17251,A,NA,ARF,ARF8,28.654153,15.700996,29.855926,38.672628,9.124393,4.264282,20.863664,27.408631,36.436763,17.367548,7.784451,10.382462,5.245149,0.799746
Glyma.14G208500,NA,A,Glyma.14G208500.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.14G217700,KRH17404,A,NA,ARF,ARF5,8.550153,3.847763,6.469495,13.376594,0.714242,2.222687,1.691862,22.197358,31.89881,9.881139,11.731992,2.604199,2.804241,0.04138
Glyma.14G217700,NA,A,Glyma.14G217700.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.15G012700,KRH09809,A,NA,IAA,IAA15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.15G012700,KRH09810,A,NA,IAA,IAA15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.15G012700,KRH09812,A,NA,IAA,IAA15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.15G012700,NA,C,Glyma.15G012700.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.15G012800,KRH09813,A,NA,IAA,IAA5/6/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.15G012800,NA,A,Glyma.15G012800.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.15G017500,KRH09902,A,NA,IAA,IAA27?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.15G017500,KRH09903,"NA",NA,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.15G017500,NA,A,Glyma.15G017500.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.15G020300,KRH09948,B,NA,IAA,IAA18/26/28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.15G020300,NA,B,Glyma.15G020300.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.15G078800,NA,B,Glyma.15G078800.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.15G091000,KRH11130,A,NA,ARF,ARF6,24.133924,13.978302,31.479093,30.63539,0.89866,2.665057,9.979565,11.108567,24.401469,13.87329,2.885716,2.943608,3.766504,0.254089
Glyma.15G091000,KRH11131,A,NA,ARF,ARF6,7.583752,2.792242,6.736819,2.349256,0.55319,0,19.413768,0,34.199074,6.46916,0,0,0,0
Glyma.15G091000,KRH11132,NA,NA,NA,NA,0.724776,0.017661,0.465299,0.284701,0.019759,0,0.551401,0.459529,0.820776,0.586078,0,0.327577,0,0
Glyma.15G091000,KRH11133,NA,NA,NA,NA,6.663873,8.241576,12.77895,20.402868,0.605505,2.340603,9.515878,9.577318,0,5.546119,1.55788,0,0,0
Glyma.15G091000,NA,A,Glyma.15G091000.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.15G142600,KRH11968,NA,NA,NA,NA,0.2974,0.808104,0.137604,1.301928,0.288683,0,0.257636,0,0.749256,0.476767,0.55859,1.787285,2.231474,0.675752
Glyma.15G142600,KRH11969,NA,NA,NA,NA,4.116304,2.163117,3.563249,4.957913,1.070312,4.226359,2.48794,5.422336,5.510621,1.942121,3.106448,3.692687,0,2.10437
Glyma.15G142600,KRH11970,NA,NA,NA,NA,0,0,0,0.054507,0,0,0.003702,0,0.006625,0,0,0.115189,0,0.040145
Glyma.15G142600,NA,B,Glyma.15G142600.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.15G181000,KRH12587,NA,NA,NA,NA,0,0,0,0.065297,0,0,0,0,0,0,0,0,1.677324,0
Glyma.15G181000,KRH12588,NA,NA,NA,NA,4.032325,5.296817,2.119553,4.74967,1.906902,0.712287,3.852314,5.300712,6.11811,2.602657,4.651943,3.247057,2.678662,1.607938
Glyma.15G181000,NA,A,Glyma.15G181000.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.16G000300,KRH06026,B,NA,ARF,ARF1,14.781388,11.652401,13.729412,18.395044,9.355251,9.478667,15.342007,19.271788,23.569644,11.692488,18.586042,12.304855,10.567442,4.233626
Glyma.16G000300,NA,B,Glyma.16G000300.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.16G023600,KRH06450,NA,NA,NA,NA,5.713782,2.876151,0,7.916242,0,0,2.995035,6.520308,0.990211,7.049383,0.167952,0.41703,0,0
Glyma.16G023600,KRH06451,B,NA,ARF,ARF11/18,21.273921,9.54386,18.469447,22.065738,1.482088,5.689943,0.823623,51.901613,58.246322,22.000399,0,23.922628,7.371101,1.267483
Glyma.16G023600,KRH06452,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glyma.16G023600,NA,B,Glyma.16G023600.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.16G050500,KRH06858,AFB2/3,GLYMA_16G050500.1,AFB/TIR1,AFB2/3,55.69842,35.061948,32.831068,58.586254,13.107811,27.899216,27.176499,82.133333,87.939197,38.297183,47.396469,32.138566,17.503017,8.945171
Glyma.16G146400,KRH08397,AFB2/3,GLYMA_16G146400.1,AFB/TIR1,AFB2/3,4.136242,1.785618,1.891779,5.014905,1.140136,0.168708,1.393485,2.665253,3.286036,1.715974,0.962267,2.020066,0.583583,0.665206
Glyma.17G042800,NA,B,Glyma.17G042800.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.17G047100,KRH02575,A,NA,ARF,ARF7/19,6.072287,15.007096,3.623353,8.745208,4.171805,4.922437,11.207317,11.676215,13.823146,5.662069,4.130239,2.99139,3.866596,0.354356
Glyma.17G047100,NA,A,Glyma.17G047100.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.17G112300,NA,C,Glyma.17G112300.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.17G256500,KRH05923,A,NA,ARF,ARF5,7.845772,2.581028,3.311743,17.662479,0.302999,1.222648,1.046225,28.072725,24.136925,7.085973,69.18209,2.954026,4.491654,0.392173
Glyma.17G256500,NA,A,Glyma.17G256500.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.18G030200,KRG97777,COI1-B,GLYMA_18G030200.1,AFB/TIR1,COI1-B,14.18002,12.278526,14.814836,15.039219,7.17594,13.089738,15.721075,10.139637,10.416625,11.029829,27.271974,7.422297,29.121534,11.628273
Glyma.18G046800,KRG98044,A,NA,ARF,ARF8,20.466313,13.97313,17.80661,23.83219,5.731607,3.331042,18.295403,19.764697,28.970075,12.630524,9.902572,5.013286,6.366706,0.793588
Glyma.18G046800,NA,A,Glyma.18G046800.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.18G184500,KRH00001,NA,NA,NA,NA,2.996375,4.035736,2.436048,5.106264,0.583017,0.121262,2.217362,4.832336,7.419851,3.341658,2.434198,0,7.262503,0
Glyma.18G184500,KRH00002,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2.927546,5.282805,3.166604
Glyma.18G184500,KRH00003,NA,NA,NA,NA,2.179629,0,0,0,0.072327,1.002915,0.072033,2.847192,0.824697,0.860265,0.997795,0,0,0
Glyma.18G184500,NA,B,Glyma.18G184500.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.19G100200,KRG94665,AFB2/3,GLYMA_19G100200.1,AFB/TIR1,AFB2/3,42.087683,43.03158,27.129734,42.689001,13.615904,12.545145,19.247151,60.919431,75.317808,31.290701,44.433814,27.410816,21.526502,7.313215
Glyma.19G161000,KRG95615,A,NA,IAA,IAA3/4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.19G161000,NA,A,Glyma.19G161000.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.19G161100,KRG95616,A,NA,IAA,IAA16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.19G161100,NA,A,Glyma.19G161100.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.19G168500,NA,B,Glyma.19G168500.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.19G181900,KRG95987,NA,NA,NA,NA,9.972585,13.444949,8.149674,9.158905,1.472713,6.014668,7.123335,4.354319,7.709066,7.18282,3.961215,2.851042,3.795803,2.774633
Glyma.19G181900,NA,C,Glyma.19G181900.2,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.19G206100,KRG96367,"NA",NA,ARF,NA,2.670142,0.719824,0.516924,3.700273,0.004142,0.383413,0.102209,19.003864,16.370928,4.90313,0.351329,1.143706,0,0
Glyma.19G206800,KRG96377,TIR1,GLYMA_19G206800.1,AFB/TIR1,TIR1,29.37748,13.907445,22.735804,26.728168,6.489989,7.57106,13.364493,20.598762,24.312187,18.931187,13.373494,25.380331,5.994108,3.091861
Glyma.19G221900,NA,C,Glyma.19G221900.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.19G245200,KRG96977,A,NA,IAA,IAA16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.19G245200,NA,A,Glyma.19G245200.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.20G083900,NA,C,Glyma.20G083900.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.20G120800,NA,C,Glyma.20G120800.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.20G180000,KRG91907,NA,NA,NA,NA,7.176882,2.834938,3.012621,5.605486,6.146764,1.923881,3.586474,9.500919,7.391105,5.76968,0.230649,2.550623,3.168413,1.016304
Glyma.20G180000,NA,C,Glyma.20G180000.1,ARF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.20G210400,KRG92429,A,NA,IAA,IAA7/14/17?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.20G210400,NA,A,Glyma.20G210400.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.20G210500,KRG92430,A,NA,IAA,IAA3/4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.20G210500,NA,A,Glyma.20G210500.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.20G225000,KRG92683,A,NA,IAA,IAA16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyma.20G225000,NA,A,Glyma.20G225000.1,IAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
